,平台,区域,场地名称,场地主人,联系方式,场地活动类型,场地价格,场地大小,推荐人数,场地位置,服务设施,浏览量,咨询量,场地链接
197,活动行-活动场地,南山区,思微SimplyWork2.0活动厅,于点儿,13058***572,商务活动 分享会/沙龙 发布会,2500元/半天 起,150 平米起,150 人,深圳市南山区科发路1号富利臻大厦3F,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,808,9,http://venue.huodongxing.com/venue/detail/550698823451
198,活动行-活动场地,南山区,不二人文空间,黎子钧,13927***653,聚会 分享会/沙龙,16800元/天 起,100 平米起,50 人,深圳市南山区蛇口南海大道美年广场4栋1楼,投影设备 音响 麦克风 WIFI 茶歇 餐饮 桌椅,856,27,http://venue.huodongxing.com/venue/detail/720699766299
199,活动行-活动场地,南山区,价值工厂,价值工厂,17727***617,团建 分享会/沙龙 发布会,"5000元/天 起
实际价格5000-20000不等，根据使用空间确定",1000 平米起,1000 人,广东省深圳市南山区海湾路8号,投影设备 音响 麦克风 WIFI 黑白板 桌椅,944,22,http://venue.huodongxing.com/venue/detail/870700180255
200,活动行-活动场地,南山区,中山大学深圳产学研大楼,中山大学深圳产学研大楼,0755-***96196,分享会/沙龙 发布会 课程,5000元/天 起,200 平米起,200 人,广东省深圳市南山区中山大学深圳产学研大楼五楼西,投影设备 音响 麦克风 WIFI 黑白板 桌椅,900,16,http://venue.huodongxing.com/venue/detail/240699993380
201,活动行-活动场地,南山区,多功能厅（海岸大厦·优客工场）,杜昕宇,17791***298,分享会/沙龙 课程 路演,3000元/天 起,300 平米起,100 人,广东省深圳市南山区海德三道15号海岸大厦东座B区14层优客工场,投影设备 音响 麦克风 WIFI 黑白板 桌椅,79,0,http://venue.huodongxing.com/venue/detail/910782315049
202,活动行-活动场地,南山区,嘉和书院,嘉和书院,07552***1882,聚会 课程 展览,4800元/天 起,140 平米起,70 人,深圳市南山区华侨城开街中旅仓库2-1号,投影设备 银幕 WIFI 茶歇 停车场 桌椅,1181,45,http://venue.huodongxing.com/venue/detail/180693056046
203,活动行-活动场地,南山区,世界树·互联网空间,梁子銘,13922***873,商务活动 分享会/沙龙 发布会 课程,"5500元/半天 起
9000一天",200 平米起,250 人,深圳市南山区西丽街道茶光路波顿科技园B座万科云创二层,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 舞台灯 讲台 舞台 桌椅 电视,896,26,http://venue.huodongxing.com/venue/detail/390693056049
204,活动行-活动场地,南山区,池畔餐厅酒吧,PIPETTE法国餐厅,0755-***93388,分享会/沙龙 发布会 现场演出,5000元/天 起,300 平米起,200 人,广东省深圳市南山区深南东路洲际大酒店G层,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,791,29,http://venue.huodongxing.com/venue/detail/680700448837
205,活动行-活动场地,南山区,创茶空间,创茶空间,13160***412,聚会 分享会/沙龙 课程,5000元/天 起,200 平米起,60 人,广东省深圳市南山区软件产业基地五栋B座,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,1089,24,http://venue.huodongxing.com/venue/detail/910693066056
206,活动行-活动场地,南山区,华汇文创空间,华汇文创空间,0755-***83033,团建 分享会/沙龙 发布会,2000元/天 起,80 平米起,40 人,深圳市南山区深南大道世界之窗欧洲印象6号楼,投影设备 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 桌椅,1248,40,http://venue.huodongxing.com/venue/detail/180693066059
207,活动行-活动场地,南山区,飞马新立方,张向龙,18923***009,分享会/沙龙 发布会 课程,3000元/天 起,220 平米起,100 人,广东省深圳市南山区学府路软件产业基地4栋B座203室,投影设备 音响 麦克风 WIFI 黑白板 桌椅,1038,5,http://venue.huodongxing.com/venue/detail/740693066064
208,活动行-活动场地,南山区,影•艺术空间,影•艺术空间,18669***695,分享会/沙龙 展览 集市,5000元/天 起,100 平米起,100 人,深圳市南山区欢乐海岸白石路东8号蓝楹国际商务中心,投影设备 音响 麦克风 WIFI 停车场 黑白板 桌椅,909,30,http://venue.huodongxing.com/venue/detail/450699756112
209,活动行-活动场地,南山区,华夏艺术中心,华夏艺术中心,0755-***02204,会议/论坛 现场演出,45000元/天 起,1500 平米起,1000 人,深圳市南山区华侨城光侨街一号,投影设备 银幕 音响 麦克风 WIFI 停车场 桌椅 LED屏,1004,8,http://venue.huodongxing.com/venue/detail/100693066065
210,活动行-活动场地,南山区,弈投咖啡,弈投咖啡,18312***426,聚会 分享会/沙龙,3000元/天 起,150 平米起,110 人,深圳市南山区科技园南区高新南四道创业投资服务广场3楼（肯德基楼上）,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 桌椅,1008,16,http://venue.huodongxing.com/venue/detail/320698751060
211,活动行-活动场地,南山区,OttolinaCafe欧杜咖啡,OttolinaCafe欧杜咖啡,0755-***63139,聚会 团建 分享会/沙龙,10000元/天 起,500 平米起,300 人,广东省深圳市南山区白石路东8号欢乐海岸曲水湾2栋1C(中影国际影城旁),投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,1035,43,http://venue.huodongxing.com/venue/detail/330693236309
212,活动行-活动场地,南山区,蜂巢印象会所,蜂巢印象会所,07558***7871,聚会 分享会/沙龙,20000元/天 起,500 平米起,200 人,深圳市南山区海德三道（凯宾斯基酒店后面）保利文化广场3楼,投影设备 音响 麦克风 WIFI 茶歇 餐饮 桌椅,939,8,http://venue.huodongxing.com/venue/detail/550698997589
213,活动行-活动场地,南山区,舍下有茶,舍下有茶,18370***017,DIY 体验 分享会/沙龙 课程,4000元/天 起,80 平米起,50 人,深圳市南山区华侨城创意文化园南区开平街E6栋103室,音响 麦克风 WIFI 茶歇 黑白板 桌椅,877,47,http://venue.huodongxing.com/venue/detail/290693066070
214,活动行-活动场地,南山区,深圳EPC艺术中心,孙经理,18138***795,商务活动 分享会/沙龙 发布会,30000元/天 起,800 平米起,480 人,南山区深南大道9005号,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,888,17,http://venue.huodongxing.com/venue/detail/870699042392
215,活动行-活动场地,南山区,OCT创意展示中心,OCT创意展示中心,0755-***22410,聚会 团建 分享会/沙龙,10000元/天 起,15000 平米起,2000 人,深圳市南山区白石路东8号，欢乐海岸创意广场,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅 电视 LED屏,796,23,http://venue.huodongxing.com/venue/detail/170699021657
216,活动行-活动场地,南山区,loovecafe,loovecafe,0755-***51668,聚会 分享会/沙龙,3000元/天 起,100 平米起,100 人,深圳市南山区锦绣北街2号华里酒店1楼,投影设备 音响 麦克风 WIFI 茶歇 餐饮 桌椅,642,8,http://venue.huodongxing.com/venue/detail/600700448861
217,活动行-活动场地,南山区,金地ibase,金地ibase,13480***920,分享会/沙龙 发布会,3200元/天 起,200 平米起,50 人,深圳市南山区西丽龙珠四路金谷创业园B栋5层501,投影设备 音响 麦克风 WIFI 停车场 黑白板 桌椅,704,25,http://venue.huodongxing.com/venue/detail/640700244575
218,活动行-活动场地,南山区,1258老树咖啡,1258老树咖啡,0755-***06611,聚会 团建 分享会/沙龙,3000元/天 起,40 平米起,30 人,广东省深圳市南山区科技园深南花园B座一楼,投影设备 WIFI 茶歇 餐饮 桌椅,829,45,http://venue.huodongxing.com/venue/detail/510693236320
219,活动行-活动场地,南山区,阿基米互联网公社,阿迪,13622***501,DIY 体验 分享会/沙龙 发布会,10000元/天 起,264 平米起,120 人,深圳市南山区科苑路讯美科技广场3号楼14-16层,投影设备 银幕 音响 麦克风 WIFI 停车场 黑白板 桌椅,1089,15,http://venue.huodongxing.com/venue/detail/880693306464
220,活动行-活动场地,南山区,深圳香蜜轩(世界之窗店),深圳香蜜轩(世界之窗店),0755-***83311,聚会 DIY 体验 分享会/沙龙,5000元/天 起,100 平米起,60 人,深圳市南山区世界之窗西侧欧洲印象1号楼,投影设备 音响 麦克风 WIFI 茶歇 餐饮 桌椅,1087,23,http://venue.huodongxing.com/venue/detail/740698751330
221,活动行-活动场地,南山区,粤季轩,粤季轩,0755-***01688,聚会 DIY 体验 分享会/沙龙,10000元/天 起,200 平米起,100 人,深圳南山区南海大道南段（花园城中心对面）美年广场,投影设备 音响 麦克风 WIFI 茶歇 餐饮 舞台灯 舞台 桌椅,688,11,http://venue.huodongxing.com/venue/detail/820698997092
222,活动行-活动场地,南山区,未名湖会馆,未名湖会馆,0755-***16512,聚会 发布会,5000元/天 起,200 平米起,180 人,深圳市南山区白石东路8号欢乐海岸购物中心三楼屋顶花园,投影设备 音响 麦克风 WIFI 茶歇 餐饮 停车场 桌椅,873,40,http://venue.huodongxing.com/venue/detail/410700244581
223,活动行-活动场地,南山区,晴会所,晴会所,0755-***00200,聚会 DIY 体验 分享会/沙龙,8000元/天 起,228 平米起,80 人,深圳市南山区华侨城香山西街18号首地容御,投影设备 音响 麦克风 WIFI 茶歇 餐饮,727,7,http://venue.huodongxing.com/venue/detail/390699724134
224,活动行-活动场地,南山区,深圳泰智会路演厅,于笛,13923***624,商务活动 分享会/沙龙 发布会,2500元/天 起,200 平米起,120 人,深圳市南山区大冲商务中心B座21F,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅 电视,993,18,http://venue.huodongxing.com/venue/detail/440693504360
225,活动行-活动场地,南山区,派工场,王安琪,18565***626,分享会/沙龙 发布会 课程,2000元/小时 起,600 平米起,300 人,深圳市南山区软件产业基地,投影设备 音响 麦克风 WIFI 茶歇 餐饮 停车场 桌椅 LED屏,1310,18,http://venue.huodongxing.com/venue/detail/160693045865
226,活动行-活动场地,南山区,启迪环球空间,启迪环球空间,13716***610,分享会/沙龙 发布会,5000元/天 起,1500 平米起,150 人,深圳市南山区南海大道1067号科技大厦一期南座5楼AB座,投影设备 音响 麦克风 WIFI 桌椅,822,38,http://venue.huodongxing.com/venue/detail/400699766380
227,活动行-活动场地,南山区,深圳嘀嗒创业咖啡,深圳嘀嗒创业咖啡,13530***949,聚会 团建 分享会/沙龙,5000元/天 起,120 平米起,70 人,深圳市南山区高新南一道9号中科研发园孵化大楼一楼,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,1145,44,http://venue.huodongxing.com/venue/detail/670693045871
228,活动行-活动场地,南山区,TEAF&HEZZZ艺术休闲空间,陈恒生,13713***840,商务活动 团建 分享会/沙龙,700元/天 起,200 平米起,60 人,深圳市南山区科技园南区高新南四道13号丽雅查尔顿酒店6楼合子厨房,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,1117,39,http://venue.huodongxing.com/venue/detail/700688489840
229,活动行-活动场地,南山区,荃園艺术空间,荃園艺术空间,07558***6521,聚会 分享会/沙龙 展览,5000元/天 起,100 平米起,100 人,深圳市南山区滨海大道欢乐海岸椰林沙滩20号,投影设备 音响 麦克风 WIFI 黑白板,913,6,http://venue.huodongxing.com/venue/detail/660699756150
230,活动行-活动场地,南山区,深圳璞岸会所,马辉,13510***126,团建 分享会/沙龙 发布会,8800元/天 起,248 平米起,195 人,广东省深圳市南山区侨香路智慧广场A座1单元3楼,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,669,48,http://venue.huodongxing.com/venue/detail/480699756152
231,活动行-活动场地,南山区,派意馆,派意馆,0755-***95590,分享会/沙龙 展览,3000元/天 起,100 平米起,80 人,深圳市南山区华侨城创意园东F1栋103号,投影设备 音响 麦克风 WIFI 停车场 桌椅,656,13,http://venue.huodongxing.com/venue/detail/650699951992
232,活动行-活动场地,南山区,伞友咖啡,伞友咖啡,0755-***28511,聚会 团建 分享会/沙龙,5000元/天 起,400 平米起,200 人,深圳市南山区高新区南区虚拟大学园院校产业化大楼1楼,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,823,18,http://venue.huodongxing.com/venue/detail/460698813308
233,活动行-活动场地,南山区,华美术馆,华美术馆,0755-***93111,分享会/沙龙 发布会 展览,8000元/天 起,800 平米起,600 人,广东省深圳市南山区华侨城深南大道9009号,投影设备 音响 麦克风 WIFI 黑白板 桌椅,821,28,http://venue.huodongxing.com/venue/detail/890700424323
234,活动行-活动场地,南山区,AS孵化空间,AS孵化空间,027-8***3357,分享会/沙龙 发布会 课程,3000元/天 起,118 平米起,70 人,深圳市南山区南山街道海天一路软件产业基地4幢A座,投影设备 银幕 音响 麦克风 WIFI 停车场 黑白板 讲台 桌椅,1021,7,http://venue.huodongxing.com/venue/detail/390699744645
235,活动行-活动场地,南山区,慢乐派对,慢乐派对,0755-***07878,聚会 团建 分享会/沙龙,20000元/天 起,450 平米起,200 人,深圳市南山区白石路东8号欢乐海岸曲水湾13栋B座,音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,1076,46,http://venue.huodongxing.com/venue/detail/400698792327
236,活动行-活动场地,南山区,汉王白酒文化体验馆,王钰,18185***199,聚会 DIY 体验 分享会/沙龙,8000元/天 起,100 平米起,30 人,深圳市南山区智慧广场A座,音响 麦克风 WIFI 茶歇 餐饮 桌椅,672,46,http://venue.huodongxing.com/venue/detail/110699724170
237,活动行-活动场地,南山区,跨界空间,邹雅静,18307***842,团建 发布会 赛事,"600元/小时 起
周一~周四600元/小时 周五~周日700元/小时",554 平米起,150 人,深圳市南山区西丽金谷创业园F栋跨界空间,投影设备 银幕 音响 麦克风 WIFI 黑白板 舞台灯 讲台 舞台 桌椅,1042,25,http://venue.huodongxing.com/venue/detail/210698568077
238,活动行-活动场地,南山区,深圳V90桌游咖啡吧,深圳V90桌游咖啡吧,15999***458,聚会 DIY 体验 分享会/沙龙,2000元/天 起,60 平米起,25 人,深圳市南山区西丽镇旺棠工业区12栋3号门2楼,投影设备 音响 麦克风 WIFI 茶歇 桌椅,768,30,http://venue.huodongxing.com/venue/detail/360700254611
239,活动行-活动场地,南山区,创咖e派创客空间,曾先生,13713***817,商务活动 分享会/沙龙 发布会,3000元/天 起,100 平米起,50 人,深圳市南山区软件产业基地5D420（深圳湾创业广场）,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,863,7,http://venue.huodongxing.com/venue/detail/850706716564
240,活动行-活动场地,南山区,纳克酒吧Lakeclub,纳克酒吧Lakeclub,0755-***55522,聚会 团建 分享会/沙龙,375元/天 起,600 平米起,300 人,深圳市南山区桃园东路南航商业大厦一楼(桃园地铁站D出口),投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,689,19,http://venue.huodongxing.com/venue/detail/420700479382
241,活动行-活动场地,南山区,和禾心灵童趣馆,和禾心灵童趣馆,13978***919,聚会 团建,5000元/天 起,100 平米起,100 人,深圳市南山区创业路南浪琴屿花园,投影设备 音响 麦克风 WIFI 茶歇 餐饮,918,12,http://venue.huodongxing.com/venue/detail/510700499865
242,活动行-活动场地,南山区,意启创业车库,意启创业车库,0755-***81788,团建 分享会/沙龙 发布会,5000元/天 起,640 平米起,500 人,广州省深圳市南山区海德三道天利中央广场B座负一层,投影设备 音响 麦克风 WIFI 黑白板 桌椅,720,49,http://venue.huodongxing.com/venue/detail/470699756187
243,活动行-活动场地,南山区,大数企业家俱乐部,大数企业家俱乐部,0755-***16999,团建 分享会/沙龙 课程,13800元/天 起,350 平米起,300 人,深圳市南山区华侨城侨香路4068号智慧广场A栋1单元19楼,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 讲台 桌椅,913,33,http://venue.huodongxing.com/venue/detail/570698740892
244,活动行-活动场地,南山区,虹彩妹妹西餐厅,虹彩妹妹西餐厅,0755-***08331,聚会 分享会/沙龙,5000元/天 起,150 平米起,100 人,深圳市南山区科苑路5号,投影设备 音响 麦克风 WIFI 茶歇 餐饮 桌椅,964,40,http://venue.huodongxing.com/venue/detail/540700236456
245,活动行-活动场地,南山区,深圳空体新媒体实验室,深圳空体新媒体实验室,13823***809,DIY 体验 分享会/沙龙,40000元/天 起,400 平米起,300 人,深圳市南山区科技园虚拟大学园R3-A一楼,投影设备 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板,937,30,http://venue.huodongxing.com/venue/detail/520699993516
246,活动行-活动场地,南山区,白梧桐轰趴馆（南山店）,白梧桐轰趴馆（南山店）,18813***204,聚会 团建 分享会/沙龙,5000元/天 起,220 平米起,90 人,深圳市南山区白石洲沙河工业区27栋2楼,投影设备 音响 麦克风 WIFI 餐饮 停车场,886,21,http://venue.huodongxing.com/venue/detail/190700254637
247,活动行-活动场地,南山区,物联网咖啡活动厅,物联网咖啡,18038***823,聚会 分享会/沙龙 发布会,1200元/天 起,300 平米起,50 人,深圳市南山区高新园北区新西路5号银河风云大厦1楼（物联网咖啡）,投影设备 音响 麦克风 WIFI 茶歇,1304,30,http://venue.huodongxing.com/venue/detail/640691321263
248,活动行-活动场地,南山区,艾嘉路意大利餐厅(欢乐海岸店),艾嘉路意大利餐厅(欢乐海岸店),0755-***41060,聚会 分享会/沙龙,15000元/天 起,300 平米起,120 人,深圳市南山区白石路8号欢乐海岸曲水湾12栋1楼（近滨海大道）,投影设备 音响 麦克风 WIFI 茶歇 餐饮 桌椅,963,14,http://venue.huodongxing.com/venue/detail/400698986928
249,活动行-活动场地,南山区,深圳锦绣中华民俗文化村,徐先生,13926***541,团建 会议/论坛 现场演出,150元/人 起,10000 平米起,7000 人,广东省深圳市南山区深南大道9003,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,957,29,http://venue.huodongxing.com/venue/detail/570699993520
250,活动行-活动场地,南山区,绽放花园B.PARK,绽放花园B.PARK,0755-***16596,聚会 分享会/沙龙 发布会 展览,"10000元/天 起
此为路演区的参考价格",600 平米起,400 人,深圳市南山区华侨城创意文化园B1栋1楼101号,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 桌椅 LED屏,1162,25,http://venue.huodongxing.com/venue/detail/210691321265
251,活动行-活动场地,南山区,一渡堂,一渡堂,07558***6046,分享会/沙龙 现场演出,10000元/天 起,300 平米起,200 人,深圳市南山区华侨城恩平街Oct文化创意园F3栋,投影设备 音响 麦克风 餐饮 黑白板 桌椅,946,21,http://venue.huodongxing.com/venue/detail/640700438709
252,活动行-活动场地,南山区,种子社区创客空间,种子社区创客空间,13923***025,商务活动 分享会/沙龙 发布会,6000元/天 起,320 平米起,150 人,深圳市南山科技园文化广场一层1-23号,投影设备 音响 麦克风 WIFI 停车场 黑白板 桌椅 电视,1008,26,http://venue.huodongxing.com/venue/detail/390699962294
253,活动行-活动场地,南山区,T馆,T馆,0755-***43111,商务活动 分享会/沙龙 课程,8000元/天 起,500 平米起,200 人,深圳市南山区香山东街2号华侨城创意文化园北区B3栋101,投影设备 音响 麦克风 WIFI 茶歇 餐饮 桌椅,671,16,http://venue.huodongxing.com/venue/detail/630699776694
254,活动行-活动场地,南山区,深圳棕榈泉国际俱乐部,王小姐,13828***086,聚会 团建 分享会/沙龙,56000元/天 起,680 平米起,580 人,广东省深圳市南山区沙河东路3号,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,721,48,http://venue.huodongxing.com/venue/detail/990699053495
255,活动行-活动场地,南山区,悦木,悦木,0755-***30900,团建 分享会/沙龙 发布会,200元/人 起,300 平米起,250 人,广东省深圳市南山区海岸城文心四路160-161号,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,1056,12,http://venue.huodongxing.com/venue/detail/150700469178
256,活动行-活动场地,南山区,蓝马咖啡厅,蓝马咖啡厅,18929***475,聚会 团建 DIY 体验,2800元/天 起,200 平米起,80 人,广东省深圳市南山科技园桑达科技大厦1楼,投影设备 音响 麦克风 WIFI 茶歇 餐饮 停车场 桌椅,1037,24,http://venue.huodongxing.com/venue/detail/690693055934
257,活动行-活动场地,南山区,禅香茗谷茶艺文化苑,黄小姐,13686***301,聚会 团建 分享会/沙龙,5000元/天 起,200 平米起,60 人,深圳市南山区华侨城侨香路智慧广场商业中心BM层6-8号,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,887,5,http://venue.huodongxing.com/venue/detail/690699042247
258,活动行-活动场地,南山区,深圳麒麟山庄,深圳麒麟山庄,0755-***26028,分享会/沙龙 发布会 会议/论坛,48000元/天 起,630 平米起,600 人,深圳市南山区西丽湖侧沁园路4599号,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅 电视 LED屏,642,47,http://venue.huodongxing.com/venue/detail/530698813385
259,活动行-活动场地,南山区,Lacafe（欢乐海岸店）,Lacafe（欢乐海岸店）,0755-***26736,聚会 分享会/沙龙,5000元/天 起,300 平米起,100 人,深圳市南山区欢乐海岸曲水湾19栋(白石路东),投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 舞台灯 舞台 桌椅,1009,10,http://venue.huodongxing.com/venue/detail/530698792399
260,活动行-活动场地,南山区,深圳南山文体中心聚橙剧院,深圳南山文体中心聚橙剧院,0755-***22592,分享会/沙龙 发布会 会议/论坛,50000元/天 起,4000 平米起,1325 人,广东省深圳市南山区南山大道2106-3号,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 黑白板 舞台灯 讲台 舞台 桌椅 电视 LED屏,723,24,http://venue.huodongxing.com/venue/detail/870699766224
261,活动行-活动场地,南山区,天空之城自然科学互动体验中心,天空之城自然科学互动体验中心,07752***0190,聚会 团建 分享会/沙龙,15000元/天 起,1200 平米起,300 人,深圳市南山区桃园街道沙河东路欧洲城香江家居4楼天空之城,投影设备 音响 麦克风 WIFI 茶歇 停车场 桌椅,739,9,http://venue.huodongxing.com/venue/detail/920700263121
262,活动行-活动场地,南山区,奥鹏深圳学习中心,奥鹏深圳学习中心,0755-***55010,商务活动 分享会/沙龙 课程,3000元/天 起,150 平米起,100 人,广东省深圳市南山区科技园TCL大厦A座二楼,投影设备 音响 麦克风 WIFI 黑白板 讲台 桌椅,710,8,http://venue.huodongxing.com/venue/detail/850699993554
263,活动行-活动场地,南山区,萨姆王•小餐馆,萨姆王•小餐馆,0755-***59426,聚会 分享会/沙龙,5000元/天 起,219 平米起,70 人,深圳市南山区科苑路8号讯美科技广场3号楼群一楼2号铺讯美科技广场3号楼群一楼2号铺,音响 麦克风 WIFI 茶歇 餐饮 停车场 桌椅,986,30,http://venue.huodongxing.com/venue/detail/250699993556
264,活动行-活动场地,南山区,G&G创意社区,G&G创意社区,18666***521,商务活动 发布会 会议/论坛,5000元/天 起,3000 平米起,1200 人,深圳市南山区蛇口招商街道荔园路9号,投影设备 银幕 音响 麦克风 WIFI 停车场 黑白板 桌椅,999,50,http://venue.huodongxing.com/venue/detail/920700254676
265,活动行-活动场地,南山区,SOCAFÉ,王小姐,15012***942,聚会 团建 分享会/沙龙,300元/小时 起,360 平米起,150 人,深圳市南山区科园路北科大厦一楼商铺102-2SoCafe,投影设备 音响 麦克风 WIFI 茶歇 餐饮 停车场 桌椅,1375,26,http://venue.huodongxing.com/venue/detail/740688731349
266,活动行-活动场地,南山区,圈创101社区,圈创101社区,0755-***12159,团建 分享会/沙龙 发布会,50000元/天 起,500 平米起,500 人,深圳市南山区蛇口南海大道1055号TCL工业园C栋,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,740,38,http://venue.huodongxing.com/venue/detail/770698761435
267,活动行-活动场地,南山区,皖厨,皖厨,0755-***05061,聚会 分享会/沙龙,5000元/天 起,100 平米起,100 人,深圳市南山区欢乐海岸北区购物中心2楼047-048,投影设备 音响 麦克风 WIFI,630,48,http://venue.huodongxing.com/venue/detail/510700263132
268,活动行-活动场地,南山区,深圳兰赫美特,王先生,13728***926,团建 分享会/沙龙 发布会,11000元/天 起,160 平米起,110 人,广东省深圳市南山区南海大道3031号,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,580,41,http://venue.huodongxing.com/venue/detail/830699714016
269,活动行-活动场地,南山区,深圳1898会馆,深圳1898会馆,0755-***65999,团建 分享会/沙龙 发布会,4500元/天 起,100 平米起,100 人,广东省南山区艺园路19号名家富居独立商业楼3楼南,投影设备 音响 麦克风 WIFI 黑白板 桌椅,918,31,http://venue.huodongxing.com/venue/detail/820699962338
270,活动行-活动场地,南山区,智会2030,智会2030,07552***1111,商务活动 课程 会议/论坛,50000元/天 起,3000 平米起,1010 人,深圳市南山区滨海大道3012号三诺智慧大厦,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 停车场 舞台灯 舞台 桌椅 LED屏,742,32,http://venue.huodongxing.com/venue/detail/490700469219
271,活动行-活动场地,南山区,食冶,食冶,0755-***93033,聚会 团建 分享会/沙龙,287元/人 起,350 平米起,100 人,深圳市南山区文心四路34号海岸城西座F3层307A、302C,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,952,30,http://venue.huodongxing.com/venue/detail/180700469225
272,活动行-活动场地,南山区,ONES壹会,ONES壹会,0755-***66008,聚会 团建 分享会/沙龙,5000元/天 起,500 平米起,300 人,深圳市南山区深港现代服务业合作区前湾一路63号前海企业公馆19栋,投影设备 银幕 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,700,39,http://venue.huodongxing.com/venue/detail/370698813161
273,活动行-活动场地,南山区,亚咖啡SIACAFE,亚咖啡SIACAFE,0755-***63691,聚会 分享会/沙龙,5000元/天 起,100 平米起,100 人,深圳市南山区西丽民企科技园卓翼科技大厦5栋北1层,投影设备 音响 麦克风 WIFI 茶歇 餐饮 桌椅,789,24,http://venue.huodongxing.com/venue/detail/290698782186
274,活动行-活动场地,南山区,优客/UKLUB,优客/UKLUB,0755-***99898,聚会 商务活动 分享会/沙龙,30000元/天 起,1000 平米起,1000 人,深圳市南山区白石路东欢乐海岸曲水湾18栋,投影设备 音响 麦克风 WIFI 茶歇 餐饮 停车场 桌椅,711,27,http://venue.huodongxing.com/venue/detail/820699032043
275,活动行-活动场地,南山区,蓝玛赫,蓝玛赫,07558***1039,分享会/沙龙,9000元/天 起,230 平米起,100 人,深圳市南山区白石路东8号欢乐海岸曲水湾8栋,投影设备 音响 麦克风 WIFI 茶歇 餐饮 桌椅,1075,28,http://venue.huodongxing.com/venue/detail/990698997484
276,活动行-活动场地,南山区,梦空间,梦空间,0755-***00405,聚会 团建 分享会/沙龙,1600元/天 起,300 平米起,100 人,深圳市南山区侨城东路99号深南电路107号铺,音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅,1053,30,http://venue.huodongxing.com/venue/detail/690698802926
277,活动行-活动场地,南山区,PIPETTE法国餐厅,PIPETTE法国餐厅,0755-***93388,聚会 团建 分享会/沙龙,5000元/天 起,100 平米起,100 人,广东省深圳市南山区深南大道9009号华侨城洲际大酒店L楼,投影设备 音响 麦克风 WIFI 黑白板 桌椅,992,35,http://venue.huodongxing.com/venue/detail/950700438510
278,活动行-活动场地,南山区,创业魔方,创业魔方,13602***959,分享会/沙龙 发布会 课程,3000元/天 起,120 平米起,100 人,深圳市南山区西丽留仙大道创客小镇17栋,投影设备 音响 麦克风 WIFI 茶歇 餐饮 黑白板 桌椅 LED屏,879,10,http://venue.huodongxing.com/venue/detail/300698751217
279,活动行-活动场地,南山区,Tina’s意大利西餐厅,Tina’s意大利西餐厅,07552***1667,聚会 DIY 体验 分享会/沙龙,5000元/天 起,100 平米起,100 人,深圳市南山区科技园北区松坪山路一号源兴科技大厦南座首层,投影设备 音响 麦克风 WIFI 茶歇 餐饮 停车场 桌椅,750,14,http://venue.huodongxing.com/venue/detail/670698792437
